Customer Age,Gender,Education Level,Marital Status,Months on book,Credit Limit,Total Trans Amt,Total Trans Count,Minimum income,Max income
34,M,Post-Graduate,Single,26,5100,2375,63,80000,120000
56,M,Post-Graduate,Married,39,3955,1238,25,60000,80000
62,F,High School,Married,48,3140,1626,41,0,40000
45,F,Uneducated,Single,36,4028,791,22,0,0
38,F,Uneducated,Single,32,2264,1204,28,0,40000
49,M,Unknown,Unknown,44,21620,1300,33,120000,120000
58,M,High School,Single,45,6385,1612,47,60000,80000
41,F,Graduate,Single,31,2375,1071,28,40000,60000
33,M,Graduate,Married,13,1963,1378,37,60000,80000
47,F,College,Single,37,4256,1100,29,0,40000
56,F,Graduate,Married,49,5097,2052,45,0,40000
51,M,Graduate,Single,45,3228,1349,33,60000,80000
49,M,Graduate,Unknown,41,20231,1215,36,40000,60000
50,M,Unknown,Single,39,27512,1149,25,120000,120000
55,F,Unknown,Married,47,1929,2354,50,40000,60000
26,M,Graduate,Single,13,2585,2644,40,0,40000
58,M,College,Married,47,12151,918,14,80000,120000
46,M,High School,Single,42,34516,1362,31,80000,120000
48,M,High School,Married,31,34516,1222,37,120000,120000
42,M,Uneducated,Divorced,32,5504,1364,32,60000,80000
37,M,Graduate,Married,28,10021,1463,40,80000,120000
63,F,Unknown,Married,49,3558,1631,31,0,40000
50,M,High School,Single,44,19853,1878,55,40000,60000
41,F,High School,Single,31,4969,1489,32,40000,60000
48,F,Graduate,Divorced,40,3117,1437,37,0,40000
46,M,College,Single,41,21526,1313,37,80000,120000
61,M,High School,Single,51,5504,1290,38,60000,80000
59,F,Unknown,Married,53,5512,1975,49,0,40000
53,F,Doctorate,Married,39,0,807,22,0,0
39,F,Doctorate,Unknown,28,7262,1438,28,40000,60000
51,M,High School,Married,40,7319,1233,29,120000,120000
45,M,Graduate,Married,25,0,709,27,60000,80000
48,M,Unknown,Single,30,7712,1597,39,60000,80000
47,M,Graduate,Married,37,2053,1283,28,60000,80000
41,M,High School,Married,32,12804,1101,37,40000,60000
48,M,College,Married,36,26443,1593,36,80000,120000
50,F,Graduate,Single,36,3125,1631,46,0,40000
56,F,Post-Graduate,Married,48,4930,2194,53,0,40000
39,F,College,Single,36,9476,1128,27,0,40000
47,M,Graduate,Married,37,11722,1497,35,80000,120000
44,M,Graduate,Single,33,13301,1385,50,120000,120000
61,F,Unknown,Married,47,0,1449,27,0,0
43,F,Post-Graduate,Married,37,0,974,28,0,40000
59,M,High School,Married,36,6705,731,18,60000,80000
42,F,Uneducated,Married,31,22718,1191,37,0,0
40,M,Unknown,Divorced,28,23981,1421,34,40000,60000
65,M,Unknown,Married,56,2318,1256,35,0,40000
48,M,College,Married,29,19324,1744,50,60000,80000
44,M,Graduate,Single,34,5331,1766,39,40000,60000
36,F,Unknown,Married,31,15700,2229,48,0,0
45,M,Graduate,Single,30,17625,1773,39,60000,80000
39,M,Graduate,Married,34,17438,1860,37,80000,120000
40,M,College,Unknown,25,1962,1179,27,80000,120000
62,M,High School,Married,56,8077,906,16,60000,80000
26,M,Graduate,Single,13,3290,2781,54,40000,60000
60,M,Uneducated,Single,53,2402,1650,53,0,40000
54,F,Doctorate,Single,42,9256,1446,37,0,40000
62,M,Graduate,Married,36,3674,1703,48,60000,80000
57,M,College,Married,50,6462,761,17,40000,60000
59,M,Graduate,Single,48,1638,1536,44,40000,60000
46,M,Graduate,Single,38,4335,1373,36,60000,80000
44,M,High School,Single,32,3233,1256,29,60000,80000
48,M,Unknown,Single,36,11862,643,16,80000,120000
43,M,Uneducated,Divorced,24,34516,1215,45,120000,120000
57,M,Uneducated,Married,38,19802,2244,58,120000,120000
46,M,College,Unknown,36,24869,1409,36,80000,120000
40,M,High School,Unknown,36,3624,1469,23,60000,80000
54,M,Unknown,Married,36,6175,1847,59,80000,120000
57,F,Graduate,Single,48,10953,1277,29,40000,60000
44,M,Graduate,Married,28,11338,1227,24,60000,80000
47,F,Doctorate,Married,35,5544,1336,38,0,40000
47,M,Doctorate,Married,36,19665,1110,58,60000,80000
50,F,High School,Married,43,2927,1474,26,0,40000
53,F,College,Married,33,5146,1955,44,40000,60000
56,M,College,Married,44,1704,660,17,60000,80000
55,M,High School,Married,46,0,888,18,60000,80000
53,F,High School,Married,36,2974,1785,45,0,40000
61,M,Unknown,Married,49,5472,705,14,40000,60000
57,M,High School,Married,38,2736,1211,25,60000,80000
50,M,Graduate,Married,37,0,1391,40,80000,120000
56,F,Unknown,Married,45,5406,1407,29,0,0
52,M,Graduate,Single,44,34516,1616,50,120000,120000
60,M,Graduate,Married,36,1976,1498,43,0,40000
49,M,Uneducated,Married,40,8714,1536,38,80000,120000
46,F,Doctorate,Divorced,41,8693,1594,45,0,40000
42,M,Uneducated,Married,36,9247,1190,30,80000,120000
45,M,High School,Married,33,7717,1248,37,0,40000
45,F,Uneducated,Married,38,4908,827,21,0,40000
44,F,Doctorate,Married,38,7222,920,18,0,40000
61,M,Uneducated,Single,48,21740,1755,54,80000,120000
55,M,Uneducated,Married,44,2323,804,15,60000,80000
44,M,Unknown,Divorced,29,7788,1196,30,60000,80000
55,F,Unknown,Married,36,0,850,22,0,40000
57,M,Unknown,Married,36,23700,1644,28,120000,120000
45,M,Doctorate,Married,40,11710,1749,50,80000,120000
57,F,High School,Married,45,2278,2307,45,40000,60000
31,M,Uneducated,Married,22,4048,1757,45,40000,60000
34,F,Graduate,Married,24,3663,1826,35,0,40000
53,F,Graduate,Single,36,0,799,17,0,40000
35,F,College,Single,28,3518,2121,60,0,0
44,F,Graduate,Married,36,1717,1468,29,0,40000
50,M,Graduate,Married,45,16813,1482,46,80000,120000
33,M,Post-Graduate,Married,25,16434,1726,37,80000,120000
50,M,Graduate,Single,45,21872,1806,31,60000,80000
51,M,High School,Married,41,15897,1405,43,80000,120000
56,F,Unknown,Married,46,4271,2052,50,0,40000
55,F,Graduate,Single,29,7361,1175,34,0,40000
26,M,College,Single,36,0,1786,37,0,40000
42,F,Graduate,Married,33,8628,1675,58,0,40000
54,M,College,Married,44,18750,1200,36,80000,120000
44,F,Graduate,Married,36,21242,1283,37,0,0
65,F,Graduate,Married,56,2961,1937,57,40000,60000
38,F,High School,Married,29,11327,2033,38,0,0
58,M,High School,Married,40,8308,1915,37,60000,80000
39,F,Post-Graduate,Married,28,3249,1988,36,40000,60000
52,M,High School,Married,36,2981,1648,30,120000,120000
45,F,Graduate,Married,31,8829,1902,45,0,40000
42,M,Unknown,Single,33,3714,1454,35,80000,120000
42,M,College,Married,28,7340,838,24,60000,80000
57,M,Post-Graduate,Married,51,16952,1918,61,120000,120000
55,M,Doctorate,Single,35,20865,837,25,80000,120000
44,F,College,Unknown,25,3083,4311,78,0,40000
37,F,Graduate,Married,24,10584,1567,33,0,0
50,F,Unknown,Married,42,2240,1905,39,0,40000
51,M,Graduate,Married,40,12240,1422,26,40000,60000
37,M,Graduate,Married,21,5120,1680,32,80000,120000
36,F,Graduate,Married,24,3124,1652,41,0,40000
51,F,High School,Married,36,11261,1158,26,0,40000
65,M,Uneducated,Married,56,2468,1797,46,40000,60000
43,M,College,Married,28,22157,1911,55,60000,80000
46,M,Graduate,Married,32,11477,1260,27,40000,60000
43,F,Graduate,Married,33,3933,1489,45,0,40000
56,M,Graduate,Married,50,8022,1794,31,80000,120000
43,M,Unknown,Single,34,13771,1510,42,60000,80000
53,M,Graduate,Single,48,30271,3231,47,80000,120000
50,M,High School,Unknown,41,3244,1274,32,60000,80000
43,F,Graduate,Married,36,2936,1572,57,40000,60000
54,M,High School,Married,36,0,1935,41,80000,120000
33,M,Unknown,Married,25,6242,2187,59,60000,80000
58,F,Uneducated,Married,49,6175,1417,25,40000,60000
41,M,Graduate,Single,26,11806,1465,31,80000,120000
48,M,Post-Graduate,Single,39,4734,1570,45,60000,80000
55,M,High School,Single,36,6244,1445,40,40000,60000
54,F,Graduate,Married,45,0,694,15,0,40000
51,F,Post-Graduate,Divorced,34,34516,1929,40,0,0
35,M,Graduate,Single,24,23561,2447,64,80000,120000
50,M,Uneducated,Single,36,24742,1306,31,80000,120000
55,M,High School,Married,41,27560,646,10,80000,120000
45,F,College,Divorced,35,5923,1236,35,0,40000
34,M,Uneducated,Married,36,8581,2513,63,60000,80000
55,F,Graduate,Married,41,3156,2091,48,40000,60000
48,F,Unknown,Married,36,7151,854,22,0,40000
46,M,Graduate,Married,35,1535,1848,25,60000,80000
61,F,Graduate,Married,56,2122,949,17,0,40000
48,M,Uneducated,Unknown,35,17131,1371,37,60000,80000
51,F,Graduate,Married,42,5822,1804,49,0,40000
39,M,Doctorate,Married,29,3537,1605,43,60000,80000
43,M,Graduate,Married,33,34516,1463,38,120000,120000
53,M,Graduate,Single,47,16320,1279,41,60000,80000
38,M,High School,Married,36,2407,1470,28,80000,120000
49,F,High School,Single,43,3538,1265,38,0,40000
37,F,Unknown,Married,31,2684,2002,60,0,40000
53,M,Graduate,Single,36,34516,1475,33,80000,120000
46,M,Post-Graduate,Single,40,15459,1419,30,40000,60000
44,F,Uneducated,Single,36,4307,1628,37,0,40000
50,F,Unknown,Single,46,2081,1337,29,0,40000
58,F,Uneducated,Married,47,2848,1135,27,40000,60000
55,M,High School,Single,51,34516,1161,26,120000,120000
44,M,College,Unknown,35,6361,1571,38,80000,120000
57,M,High School,Married,38,15428,1916,40,80000,120000
57,M,High School,Married,48,2544,1346,30,40000,60000
48,M,High School,Married,42,9959,805,24,80000,120000
51,M,Graduate,Single,39,8796,1195,18,60000,80000
53,F,Uneducated,Married,48,3428,1155,34,0,40000
45,F,Doctorate,Single,36,0,1431,34,0,40000
41,M,Post-Graduate,Married,32,18001,1194,25,60000,80000
51,F,Graduate,Single,42,2680,1154,33,0,40000
46,F,High School,Married,35,4675,1232,34,0,40000
40,F,College,Married,35,2448,1269,30,0,40000
33,M,Doctorate,Married,28,4049,1742,35,60000,80000
53,M,High School,Single,38,8154,1379,26,80000,120000
63,M,High School,Married,36,4559,1870,35,40000,60000
61,M,Uneducated,Single,36,19354,1207,32,80000,120000
56,M,High School,Married,46,2340,781,15,60000,80000
53,M,Graduate,Single,47,13848,1773,38,60000,80000
62,F,Graduate,Married,52,2490,864,20,0,40000
50,F,Unknown,Married,36,32156,1559,39,0,0
37,M,Graduate,Married,30,2578,1830,64,60000,80000
62,F,Graduate,Married,52,9050,1542,43,0,0
49,M,Uneducated,Single,41,34516,1506,47,80000,120000
57,F,High School,Married,51,8362,1175,41,0,0
55,M,High School,Married,36,6514,1383,20,80000,120000
50,M,Graduate,Married,42,4051,1837,57,80000,120000
48,M,College,Married,37,11959,1191,40,60000,80000
60,F,Uneducated,Divorced,48,2070,1793,53,40000,60000
46,M,Unknown,Single,32,11840,1560,49,120000,120000
47,M,College,Married,35,3636,1564,59,120000,120000
54,M,Uneducated,Married,36,11067,1843,38,60000,80000
53,M,Doctorate,Married,40,11262,2165,61,60000,80000
56,F,Graduate,Single,36,5108,1631,41,40000,60000
56,F,High School,Married,36,2072,1265,32,40000,60000
41,M,Uneducated,Married,24,4119,1455,35,80000,120000
60,F,Graduate,Married,42,5903,1137,27,40000,60000
40,M,Graduate,Unknown,25,7860,1367,35,40000,60000
49,F,Post-Graduate,Married,36,5918,1292,26,40000,60000
46,M,Graduate,Single,41,6741,1682,46,40000,60000
36,F,High School,Married,36,3880,1598,39,0,40000
57,F,Unknown,Married,45,2494,1555,39,0,40000
38,M,High School,Married,23,22149,2409,36,80000,120000
50,M,Graduate,Divorced,36,34516,1770,65,80000,120000
62,M,Graduate,Married,51,5450,1526,45,60000,80000
43,M,Unknown,Married,35,0,891,28,40000,60000
44,F,Unknown,Single,24,2003,1756,42,0,40000
39,M,Uneducated,Single,32,7723,1241,22,40000,60000
38,M,College,Married,23,18226,1681,43,80000,120000
44,F,College,Married,39,8128,1224,32,0,40000
43,M,High School,Married,32,5851,1572,38,80000,120000
54,M,Post-Graduate,Single,40,10260,1566,50,80000,120000
38,F,Unknown,Single,32,26945,1579,40,0,0
55,M,Unknown,Single,36,2243,1334,31,60000,80000
42,M,Unknown,Unknown,36,34516,1230,34,120000,120000
56,M,Unknown,Married,45,12248,767,25,60000,80000
59,F,Unknown,Married,50,0,724,16,0,0
46,M,Uneducated,Single,28,19843,1638,49,80000,120000
55,F,Post-Graduate,Married,45,2163,1349,47,0,40000
52,M,Doctorate,Married,41,33864,1751,48,120000,120000
39,F,Graduate,Married,26,4531,1414,40,0,40000
42,F,Graduate,Single,26,2950,1260,32,0,40000
43,F,College,Married,23,7706,965,27,0,40000
47,F,High School,Unknown,36,25657,1121,25,0,0
42,F,Unknown,Divorced,36,17536,1411,28,0,0
39,M,College,Single,24,3770,1602,49,40000,60000
50,M,Uneducated,Single,45,10344,1617,47,60000,80000
57,M,Post-Graduate,Divorced,51,26437,1244,36,120000,120000
41,M,Unknown,Married,30,2450,1263,29,0,40000
52,F,High School,Married,36,3136,1036,25,40000,60000
43,M,High School,Single,36,6976,1217,39,60000,80000
42,M,High School,Single,36,21134,1556,35,80000,120000
58,F,Uneducated,Married,53,2019,2005,62,40000,60000
42,M,College,Married,34,34516,1698,67,80000,120000
55,M,Post-Graduate,Married,45,9959,2041,45,80000,120000
38,M,Unknown,Single,28,20241,1102,31,80000,120000
40,F,Graduate,Married,28,2421,1346,30,0,40000
48,M,Uneducated,Married,37,30948,1511,35,80000,120000
32,F,Unknown,Married,22,2642,1761,42,0,40000
33,F,High School,Single,36,8070,2117,61,0,40000
58,M,Graduate,Married,48,4085,596,15,40000,60000
26,M,Unknown,Single,19,2187,2560,46,40000,60000
46,M,Unknown,Married,36,34516,1409,39,60000,80000
39,F,Graduate,Married,29,3358,1759,33,0,0
36,F,College,Single,25,1888,1886,66,40000,60000
43,M,Uneducated,Married,24,14447,915,29,60000,80000
45,M,Unknown,Single,26,32349,1343,41,60000,80000
51,F,College,Married,36,12605,1870,56,0,0
62,F,Unknown,Married,36,2964,1557,25,40000,60000
58,M,Uneducated,Married,38,3785,1824,49,80000,120000
42,M,Graduate,Single,36,2727,1294,26,60000,80000
49,M,Doctorate,Married,44,3343,1545,31,60000,80000
53,F,Uneducated,Single,35,9786,820,25,0,40000
45,F,High School,Married,36,6407,1675,47,40000,60000
29,M,High School,Married,15,4158,1678,37,80000,120000
60,M,Doctorate,Married,50,21697,2117,48,120000,120000
50,M,Post-Graduate,Single,40,31383,1721,56,80000,120000
53,M,Doctorate,Single,36,30883,1267,23,120000,120000
45,M,Unknown,Married,38,12918,1562,33,80000,120000
50,F,Uneducated,Single,37,8520,1193,35,0,40000
46,M,Doctorate,Single,34,14310,1254,34,80000,120000
61,M,Post-Graduate,Married,53,14434,1731,32,0,0
46,M,College,Single,36,7793,1099,39,120000,120000
62,F,High School,Married,56,8990,747,19,0,0
43,F,Graduate,Married,33,4343,1352,35,40000,60000
54,M,Graduate,Married,50,2872,1770,47,120000,120000
50,M,Unknown,Single,36,9697,1812,50,120000,120000
35,M,High School,Married,21,2967,1673,58,40000,60000
35,M,Doctorate,Single,23,2148,2167,65,40000,60000
36,F,High School,Single,36,6116,2369,56,0,40000
42,M,Unknown,Married,36,18085,1582,47,80000,120000
39,F,Unknown,Married,32,2524,1800,33,0,40000
50,M,Unknown,Married,45,33951,1567,44,80000,120000
43,M,Doctorate,Single,35,3312,647,19,60000,80000
39,F,High School,Single,20,9956,1447,39,40000,60000
47,M,Post-Graduate,Married,36,3888,1145,37,0,40000
60,M,Post-Graduate,Single,48,30655,3280,78,80000,120000
30,M,High School,Married,23,2997,1577,35,0,40000
44,M,Unknown,Single,24,11042,1140,25,60000,80000
52,M,Graduate,Single,41,3386,1736,40,120000,120000
45,F,Unknown,Single,36,15987,1436,36,0,40000
40,M,Graduate,Divorced,30,25188,1513,38,120000,120000
36,F,Post-Graduate,Single,23,2410,2505,69,0,40000
65,F,High School,Married,53,4315,1723,51,0,0
35,F,Unknown,Married,24,2592,1695,48,0,40000
54,F,Unknown,Divorced,49,5476,1532,44,40000,60000
53,M,Unknown,Married,43,2464,2110,43,80000,120000
62,F,College,Married,44,2378,1807,45,0,40000
40,M,Unknown,Single,21,20056,1687,46,120000,120000
41,M,High School,Married,36,8013,1481,45,60000,80000
53,M,Unknown,Married,49,3386,1318,37,120000,120000
30,M,High School,Married,17,7906,1946,45,60000,80000
46,M,Uneducated,Divorced,34,11501,1481,41,60000,80000
29,M,Post-Graduate,Single,19,13632,2168,42,40000,60000
37,F,Uneducated,Married,27,2229,1583,32,0,40000
51,F,High School,Married,40,5158,1229,34,0,40000
31,M,Graduate,Married,21,2158,1718,42,40000,60000
45,M,Uneducated,Unknown,41,23271,1402,34,80000,120000
57,M,Graduate,Single,36,10244,1127,29,80000,120000
43,M,Unknown,Divorced,30,2588,1053,31,60000,80000
44,M,Graduate,Married,27,10747,1340,25,40000,60000
53,M,High School,Married,46,7474,732,21,120000,120000
32,F,Graduate,Single,36,3555,2346,71,0,40000
53,M,Graduate,Married,38,22140,1580,45,80000,120000
54,M,High School,Married,36,9457,1196,28,80000,120000
42,M,Uneducated,Unknown,35,6218,2086,50,0,40000
38,F,College,Married,25,2580,1665,57,0,40000
44,M,Unknown,Married,39,0,1495,39,80000,120000
54,M,Graduate,Married,43,6224,2187,58,60000,80000
37,F,High School,Single,36,3093,1371,23,40000,60000
48,F,Graduate,Married,42,4076,1235,37,40000,60000
55,F,Graduate,Married,36,4861,1556,40,0,0
43,F,Graduate,Unknown,36,9851,1212,24,0,0
37,M,High School,Single,26,7349,2701,60,60000,80000
34,M,High School,Married,28,2853,1750,47,60000,80000
46,F,Graduate,Single,36,17023,1610,43,0,0
32,M,Unknown,Single,24,10060,2184,63,40000,60000
53,M,Unknown,Married,41,1595,1745,41,40000,60000
46,M,Graduate,Divorced,38,8475,1381,40,80000,120000
38,M,College,Married,25,5559,1793,37,0,40000
31,F,Graduate,Married,22,2917,1831,36,0,40000
38,M,Unknown,Single,36,6692,1468,36,60000,80000
46,F,Graduate,Single,28,8551,1097,32,0,40000
47,M,High School,Married,36,10569,1682,44,60000,80000
47,F,Graduate,Married,36,7051,1451,37,0,40000
56,M,College,Married,46,10117,1509,44,60000,80000
47,M,Uneducated,Unknown,36,8311,1895,57,60000,80000
47,M,Graduate,Single,41,26442,1403,40,80000,120000
64,F,Graduate,Married,51,4920,1420,31,0,40000
37,F,Unknown,Married,25,0,1717,31,0,40000
42,M,College,Married,29,26750,1131,29,60000,80000
41,M,College,Married,34,34516,1005,22,80000,120000
65,F,High School,Married,36,0,948,24,0,40000
49,F,Post-Graduate,Married,41,1869,1549,34,40000,60000
54,M,High School,Married,36,14539,965,26,60000,80000
46,M,Uneducated,Single,36,26977,1958,41,120000,120000
50,M,Unknown,Married,36,5426,1266,22,40000,60000
50,F,Unknown,Married,34,7623,1367,29,0,40000
48,F,Doctorate,Married,39,4844,1489,48,0,40000
62,F,Unknown,Married,52,2683,1582,33,0,0
39,F,College,Married,22,3214,2516,42,0,40000
46,M,Unknown,Married,39,5374,1557,49,60000,80000
41,M,Uneducated,Married,33,8004,1084,32,80000,120000
39,F,Graduate,Married,31,0,2583,47,0,0
46,M,Unknown,Married,34,2925,1371,30,80000,120000
39,F,Uneducated,Single,35,9235,1537,49,0,40000
44,M,Uneducated,Married,24,8837,3753,60,0,40000
57,F,Unknown,Single,29,8801,1104,31,0,40000
40,M,Unknown,Single,28,3563,1482,42,40000,60000
65,F,High School,Married,36,8138,1299,29,0,0
26,F,Graduate,Single,20,0,2167,48,40000,60000
47,M,High School,Unknown,33,2458,1563,40,60000,80000
47,M,High School,Married,34,4592,1772,52,60000,80000
57,F,High School,Married,45,0,1254,35,40000,60000
31,M,Unknown,Married,36,1868,2229,35,0,40000
54,M,Graduate,Married,49,5269,2195,63,60000,80000
43,F,Post-Graduate,Married,36,20156,1362,28,0,0
39,M,College,Married,35,7410,2398,37,60000,80000
53,M,Graduate,Married,44,12163,2649,56,120000,120000
44,M,Unknown,Married,37,6224,1463,34,60000,80000
59,M,College,Married,49,4250,1174,27,0,40000
53,F,Graduate,Married,40,12059,1836,36,0,0
34,F,Uneducated,Married,28,2799,1817,39,40000,60000
47,M,Doctorate,Single,36,18037,1387,36,80000,120000
54,M,College,Married,43,5657,2028,55,120000,120000
42,F,Graduate,Married,33,13770,1582,36,0,0
53,F,College,Married,44,4646,1774,37,0,40000
50,M,Graduate,Single,35,2514,1636,36,80000,120000
56,M,College,Married,51,14501,1031,25,80000,120000
43,M,High School,Married,36,8663,916,33,60000,80000
44,F,High School,Divorced,36,2333,1198,31,0,40000
34,F,Graduate,Divorced,26,3038,2189,54,40000,60000
61,M,Graduate,Unknown,52,8851,1257,36,80000,120000
54,F,Unknown,Married,44,2945,1503,35,0,40000
49,F,High School,Divorced,40,5267,1353,24,0,0
56,M,High School,Single,45,8512,811,27,60000,80000
47,M,Graduate,Married,36,19063,1270,21,60000,80000
53,M,Graduate,Single,33,5376,1840,53,80000,120000
30,F,Graduate,Divorced,13,7772,2585,75,0,0
39,F,High School,Married,29,9173,1807,33,40000,60000
44,M,Graduate,Married,35,34516,1729,52,80000,120000
54,F,Uneducated,Single,36,11975,1211,35,0,0
46,M,Graduate,Married,36,15405,1763,44,60000,80000
43,M,Unknown,Single,38,2615,1395,34,40000,60000
35,M,High School,Married,25,23991,1843,43,80000,120000
39,F,College,Married,31,1888,1517,33,0,40000
61,F,Graduate,Married,54,3102,1977,50,0,40000
40,F,Graduate,Divorced,29,3170,2027,49,0,40000
53,M,College,Single,36,34516,1497,43,120000,120000
55,M,Unknown,Married,41,14938,1134,31,120000,120000
41,M,Unknown,Single,24,17298,3663,65,60000,80000
35,M,Uneducated,Married,36,3131,1483,31,0,40000
